Name,student_id,gender,program,gpa,previous_results,course_information,module_credits,ca_weight,final_exam_weight,ca_marks,final_exam_marks,total_marks,final_grade,lecture_attendance,attendance_percentage,assignment_marks,exam_results,quiz_scores,submission_status,login_frequency,time_spent_lms,resources_accessed,forum_chat_activity,course_start_date,click_count,assessment_date,assessment_type,assessment_score,assessment_max_score,Predicted_Risk_Level,Learning_Style,assignment_due_date,assignment_submission_date,sessions_attended,total_sessions_held,click_timestamp,module_id,pass_fail_status,assignment_max_marks,Non_Engaged_Modules
Hansika Panchacharam,ST1421,Female,ITM,3.22,Average,Software Engineering,3,30,70,14.6,39.9,54.5,C+,8,25.4,14.6,57.0,59,On-time,5,71,42,15,27/02/2025 0:00,454,18/05/2025 0:00,Final Exam,10,30,Medium Risk,At-Risk Learner,20/03/2025 0:00,18/03/2025 0:00,27,30,18/05/2025 20:01,MOD-IN2201,Pass,30,
Bandara Piyarathna,ST1422,Male,IT,3.28,Weak,Software Engineering,3,30,70,11.0,47.2,58.2,B-,23,77.7,11.0,67.4,50,Late,17,80,42,1,5/03/2025 0:00,260,8/04/2025 0:00,Lab,18,20,Medium Risk,Moderate Learner,16/05/2025 0:00,17/05/2025 0:00,12,30,8/04/2025 11:39,MOD-IN2201,Pass,30,Software Development Models
Nadeesha Jeyarajah,ST1423,Female,IT,2.67,Average,Software Engineering,3,30,70,22.9,21.8,44.7,F,9,30.1,22.9,31.2,57,Late,22,84,26,7,5/03/2025 0:00,107,19/03/2025 0:00,Presentation,5,20,Medium Risk,At-Risk Learner,26/03/2025 0:00,27/03/2025 0:00,17,25,19/03/2025 17:00,MOD-IN2201,Fail,30,Agile & Scrum
Rashika Herath,ST1424,Female,IT,2.09,Good,Software Engineering,3,30,70,21.8,58.2,80.0,A,27,88.6,21.8,83.2,44,On-time,15,58,37,8,6/02/2025 0:00,267,9/04/2025 0:00,Assignment,18,20,Medium Risk,Moderate Learner,15/05/2025 0:00,19/05/2025 0:00,18,26,9/04/2025 12:27,MOD-IN2201,Pass,30,Requirements Engineering
Balaji Munasinghe,ST1425,Male,ITM,2.93,Average,Software Engineering,3,30,70,24.7,39.2,63.9,B,13,42.7,24.7,56.0,84,On-time,10,32,34,0,6/02/2025 0:00,282,24/05/2025 0:00,Quiz,33,100,Medium Risk,Passive Learner,3/04/2025 0:00,4/04/2025 0:00,18,26,24/05/2025 15:24,MOD-IN2201,Pass,30,Software Engineering Methods
Nimal Fonseka,ST1426,Male,IT,2.84,Average,Software Engineering,3,30,70,12.1,14.1,26.2,F,18,60.3,12.1,20.2,92,Late,5,44,40,11,23/03/2025 0:00,307,24/04/2025 0:00,Midterm,25,30,Medium Risk,Moderate Learner,6/04/2025 0:00,7/04/2025 0:00,19,30,24/04/2025 20:15,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Dinesh Opatha,ST1427,Male,ITM,2.49,Good,Software Engineering,3,30,70,13.3,52.8,66.1,B+,19,64.9,13.3,75.4,58,Late,17,34,19,3,6/04/2025 0:00,415,18/04/2025 0:00,Presentation,15,30,Medium Risk,Moderate Learner,28/05/2025 0:00,30/05/2025 0:00,5,27,18/04/2025 14:30,MOD-IN2201,Pass,30,"General, Software Engineering Methods"
Lakmini Jayasinghe,ST1428,Female,ITM,2.95,Good,Software Engineering,3,30,70,26.6,20.3,46.9,C,19,64.4,26.6,29.0,78,On-time,5,82,34,7,15/01/2025 0:00,250,16/04/2025 0:00,Midterm,16,30,Medium Risk,Passive Learner,1/02/2025 0:00,5/02/2025 0:00,7,25,16/04/2025 10:14,MOD-IN2201,Pass,30,Agile & Scrum
Nadeesha Gunawardena,ST1429,Female,IT,2.67,Excellent,Software Engineering,3,30,70,25.2,54.4,79.6,A,27,90.3,25.2,77.7,94,Late,4,53,38,3,6/02/2025 0:00,87,16/04/2025 0:00,Midterm,20,20,Medium Risk,Passive Learner,15/02/2025 0:00,16/02/2025 0:00,26,26,16/04/2025 10:42,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Binara Rambukwella,ST1430,Female,IT,1.97,Good,Software Engineering,3,30,70,22.6,9.9,32.5,F,13,41.9,22.6,14.2,38,Late,24,54,12,14,6/02/2025 0:00,324,11/05/2025 0:00,Assignment,11,30,High Risk,Highly Engaged,27/02/2025 0:00,27/02/2025 0:00,8,27,11/05/2025 8:46,MOD-IN2201,Fail,30,Software Engineering Methods
Piyumi Herath,ST1431,Female,IT,2.27,Average,Software Engineering,3,30,70,22.3,17.4,39.7,F,28,92.1,22.3,24.8,34,Late,13,90,17,9,15/01/2025 0:00,467,24/03/2025 0:00,Lab,18,100,Medium Risk,Highly Engaged,6/02/2025 0:00,3/02/2025 0:00,6,26,24/03/2025 10:43,MOD-IN2201,Fail,30,Agile & Scrum
Thilanka Sivarajah,ST1432,Male,IT,2.69,Good,Software Engineering,3,30,70,16.1,43.9,60.0,B,10,33.1,16.1,62.7,82,On-time,16,30,10,6,23/03/2025 0:00,269,13/05/2025 0:00,Midterm,16,100,Medium Risk,At-Risk Learner,19/04/2025 0:00,19/04/2025 0:00,22,25,13/05/2025 12:24,MOD-IN2201,Pass,30,Software Testing
Balaji Fernando,ST1433,Male,IT,3.4,Good,Software Engineering,3,30,70,18.3,39.7,58.0,B-,19,64.2,18.3,56.7,55,Late,22,84,26,4,23/03/2025 0:00,67,1/04/2025 0:00,Presentation,38,50,Medium Risk,Highly Engaged,2/07/2025 0:00,7/07/2025 0:00,21,25,1/04/2025 11:34,MOD-IN2201,Pass,30,UI/UX Design
Uthpala Karunathilake,ST1434,Female,ITM,2.98,Weak,Software Engineering,3,30,70,9.5,34.1,43.6,F,18,58.8,9.5,48.7,80,Late,6,38,34,2,15/04/2025 0:00,305,11/07/2025 0:00,Quiz,5,20,Medium Risk,Passive Learner,29/05/2025 0:00,28/05/2025 0:00,25,25,11/07/2025 12:54,MOD-IN2201,Fail,30,"UI/UX Design, Managing Software Projects"
Gopal Panchacharam,ST1435,Male,ITM,2.48,Good,Software Engineering,3,30,70,24.7,39.7,64.4,B,20,66.3,24.7,56.7,73,On-time,24,34,42,3,6/04/2025 0:00,264,21/05/2025 0:00,Midterm,23,50,Medium Risk,Moderate Learner,14/06/2025 0:00,13/06/2025 0:00,12,26,21/05/2025 13:24,MOD-IN2201,Pass,30,Software Engineering Methods
Kehan Sivarajah,ST1436,Male,IT,3.1,Good,Software Engineering,3,30,70,20.8,10.8,31.6,F,18,58.8,20.8,15.5,74,On-time,6,32,29,9,15/01/2025 0:00,296,9/04/2025 0:00,Quiz,45,50,Medium Risk,Moderate Learner,25/03/2025 0:00,22/03/2025 0:00,14,25,9/04/2025 12:56,MOD-IN2201,Fail,30,Requirements Engineering
Oneli Dissanayake,ST1437,Female,IT,2.94,Average,Software Engineering,3,30,70,21.7,29.7,51.4,C+,12,38.6,21.7,42.4,47,Late,10,75,42,10,23/03/2025 0:00,229,29/03/2025 0:00,Quiz,84,100,Medium Risk,At-Risk Learner,14/06/2025 0:00,18/06/2025 0:00,15,25,29/03/2025 14:13,MOD-IN2201,Pass,30,Requirements Engineering
Chamal Ganesan,ST1438,Male,IT,1.9,Weak,Software Engineering,3,30,70,20.9,23.4,44.3,F,27,88.4,20.9,33.5,48,On-time,18,25,16,0,23/03/2025 0:00,173,29/05/2025 0:00,Final Exam,9,30,Medium Risk,Passive Learner,22/04/2025 0:00,22/04/2025 0:00,25,25,29/05/2025 18:04,MOD-IN2201,Fail,30,"Software Development Models, Agile & Scrum"
Vimukthi Rathnayake,ST1439,Male,IT,3.14,Average,Software Engineering,3,30,70,26.9,52.4,79.3,A,20,65.1,26.9,74.8,42,On-time,15,48,13,0,15/04/2025 0:00,164,28/04/2025 0:00,Quiz,10,100,Medium Risk,Passive Learner,19/06/2025 0:00,19/06/2025 0:00,28,28,28/04/2025 12:49,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Erandi Wijesuriya,ST1440,Female,ITM,2.55,Good,Software Engineering,3,30,70,22.1,28.1,50.2,C+,27,88.4,22.1,40.2,49,On-time,7,61,28,7,15/01/2025 0:00,409,8/03/2025 0:00,Lab,12,20,Medium Risk,Moderate Learner,14/03/2025 0:00,15/03/2025 0:00,25,25,8/03/2025 20:17,MOD-IN2201,Pass,30,Software Testing
Tharushi Yapa,ST1441,Female,IT,3.31,Good,Software Engineering,3,30,70,22.4,10.6,33.0,F,13,41.8,22.4,15.1,33,Late,16,88,31,1,6/02/2025 0:00,384,23/05/2025 0:00,Presentation,17,20,Medium Risk,Highly Engaged,9/05/2025 0:00,9/05/2025 0:00,26,26,23/05/2025 16:16,MOD-IN2201,Fail,30,Software Testing
Nuwan Panchacharam,ST1442,Male,ITM,1.98,Good,Software Engineering,3,30,70,20.1,45.1,65.2,B+,23,77.0,20.1,64.4,51,On-time,19,16,28,6,6/04/2025 0:00,163,27/07/2025 0:00,Assignment,7,20,Medium Risk,Moderate Learner,18/05/2025 0:00,15/05/2025 0:00,28,30,27/07/2025 14:54,MOD-IN2201,Pass,30,General
Amaya Senanayake,ST1443,Female,IT,1.98,Excellent,Software Engineering,3,30,70,6.7,14.6,21.3,F,24,81.5,6.7,20.9,79,On-time,2,33,9,0,23/03/2025 0:00,455,4/05/2025 0:00,Midterm,23,50,High Risk,At-Risk Learner,30/03/2025 0:00,2/04/2025 0:00,30,30,4/05/2025 15:40,MOD-IN2201,Fail,30,"Managing Software Projects, Software Maintenance & Evolution"
Bandara Piyarathna,ST1444,Male,ITM,3.72,Good,Software Engineering,3,30,70,7.7,15.5,23.2,F,20,68.2,7.7,22.2,93,Late,6,17,27,9,27/02/2025 0:00,349,5/05/2025 0:00,Lab,29,30,Medium Risk,Passive Learner,27/03/2025 0:00,30/03/2025 0:00,17,26,5/05/2025 15:21,MOD-IN2201,Fail,30,"Software Engineering Methods, Software Development Models"
Harsha Silva,ST1445,Male,IT,3.11,Good,Software Engineering,3,30,70,28.2,48.8,77.0,A,17,55.7,28.2,69.7,63,On-time,12,63,16,2,5/03/2025 0:00,170,24/05/2025 0:00,Midterm,20,30,Medium Risk,Passive Learner,27/05/2025 0:00,29/05/2025 0:00,16,28,24/05/2025 8:49,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Nimasha Udagedara,ST1446,Female,ITM,3.3,Average,Software Engineering,3,30,70,27.1,29.4,56.5,B-,24,81.6,27.1,42.0,76,Late,3,34,34,1,15/04/2025 0:00,306,4/05/2025 0:00,Assignment,8,30,Medium Risk,Passive Learner,21/07/2025 0:00,24/07/2025 0:00,9,26,4/05/2025 18:29,MOD-IN2201,Pass,30,"Software Maintenance & Evolution, Software Testing"
Binara Weerasinghe,ST1447,Female,IT,1.89,Average,Software Engineering,3,30,70,24.2,45.8,70.0,A-,16,54.5,24.2,65.5,44,Late,17,90,31,15,15/04/2025 0:00,257,29/04/2025 0:00,Lab,19,20,Medium Risk,Highly Engaged,21/05/2025 0:00,18/05/2025 0:00,26,26,29/04/2025 11:19,MOD-IN2201,Pass,30,Software Measurement
Yasodha Jayasinghe,ST1448,Female,IT,2.82,Good,Software Engineering,3,30,70,14.9,50.5,65.4,B+,27,90.6,14.9,72.1,32,On-time,15,15,20,7,6/04/2025 0:00,370,9/06/2025 0:00,Presentation,14,20,Medium Risk,Passive Learner,16/04/2025 0:00,13/04/2025 0:00,13,30,9/06/2025 13:36,MOD-IN2201,Pass,30,"Software Measurement, General"
Gopal Herath,ST1449,Male,IT,3.96,Good,Software Engineering,3,30,70,24.6,25.6,50.2,C+,24,79.7,24.6,36.6,84,On-time,21,83,23,12,27/02/2025 0:00,485,12/05/2025 0:00,Practical,9,30,Low Risk,Highly Engaged,23/03/2025 0:00,25/03/2025 0:00,14,30,12/05/2025 14:40,MOD-IN2201,Pass,30,Agile & Scrum
Ranga Opatha,ST1450,Male,IT,3.48,Weak,Software Engineering,3,30,70,24.6,56.0,80.6,A,25,82.6,24.6,80.0,63,Late,7,34,18,5,5/03/2025 0:00,469,12/03/2025 0:00,Midterm,24,100,Medium Risk,Passive Learner,26/04/2025 0:00,1/05/2025 0:00,16,25,12/03/2025 14:39,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Hansika Opatha,ST1451,Female,IT,3.19,Average,Software Engineering,3,30,70,21.8,61.2,83.0,A,19,64.4,21.8,87.4,57,Late,18,87,27,10,6/02/2025 0:00,383,24/05/2025 0:00,Lab,31,50,Low Risk,Highly Engaged,27/04/2025 0:00,24/04/2025 0:00,25,25,24/05/2025 21:18,MOD-IN2201,Pass,30,Software Testing
Vimukthi Zoysa,ST1452,Male,ITM,3.12,Average,Software Engineering,3,30,70,22.1,33.6,55.7,B-,26,87.1,22.1,48.0,60,On-time,14,85,37,11,27/02/2025 0:00,318,28/02/2025 0:00,Lab,9,20,Low Risk,Highly Engaged,16/04/2025 0:00,16/04/2025 0:00,26,26,28/02/2025 16:30,MOD-IN2201,Pass,30,
Sewwandi Karunathilake,ST1453,Female,IT,3.94,Good,Software Engineering,3,30,70,25.0,26.5,51.5,C+,11,35.2,25.0,37.8,91,On-time,14,79,19,7,15/04/2025 0:00,340,20/07/2025 0:00,Assignment,81,100,Medium Risk,At-Risk Learner,22/04/2025 0:00,26/04/2025 0:00,16,28,20/07/2025 11:00,MOD-IN2201,Pass,30,Software Engineering Methods
Balaji Jeyarajah,ST1454,Male,IT,3.61,Good,Software Engineering,3,30,70,28.5,30.2,58.7,B-,8,25.9,28.5,43.1,33,Late,21,52,33,0,6/04/2025 0:00,64,12/04/2025 0:00,Midterm,23,30,Medium Risk,At-Risk Learner,14/06/2025 0:00,16/06/2025 0:00,18,28,12/04/2025 15:26,MOD-IN2201,Pass,30,"Software Measurement, General"
Balaji Pathirana,ST1455,Male,ITM,2.26,Average,Software Engineering,3,30,70,23.0,34.5,57.5,B-,18,59.1,23.0,49.3,43,Late,21,46,23,5,23/03/2025 0:00,69,2/06/2025 0:00,Midterm,97,100,Medium Risk,Moderate Learner,14/04/2025 0:00,11/04/2025 0:00,24,28,2/06/2025 20:05,MOD-IN2201,Pass,30,"Software Measurement, General"
Piyumi Wijesuriya,ST1456,Female,ITM,3.02,Weak,Software Engineering,3,30,70,29.1,19.9,49.0,C,24,81.4,29.1,28.5,84,On-time,14,77,21,8,27/02/2025 0:00,74,12/04/2025 0:00,Assignment,19,20,Medium Risk,Moderate Learner,10/04/2025 0:00,10/04/2025 0:00,4,26,12/04/2025 22:25,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Ushan Rambukwella,ST1457,Male,IT,1.94,Average,Software Engineering,3,30,70,17.1,40.1,57.2,B-,11,37.3,17.1,57.3,70,On-time,9,75,27,10,5/03/2025 0:00,107,13/04/2025 0:00,Assignment,23,30,Medium Risk,At-Risk Learner,22/03/2025 0:00,23/03/2025 0:00,14,25,13/04/2025 12:37,MOD-IN2201,Pass,30,Software Testing
Ajith Rajapaksha,ST1458,Male,IT,2.9,Excellent,Software Engineering,3,30,70,8.4,35.7,44.1,F,13,41.8,8.4,51.0,39,Late,9,67,19,8,6/02/2025 0:00,465,23/05/2025 0:00,Assignment,80,100,High Risk,At-Risk Learner,26/02/2025 0:00,23/02/2025 0:00,21,26,23/05/2025 10:40,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Ruchira Perera,ST1459,Male,ITM,2.35,Weak,Software Engineering,3,30,70,24.0,58.7,82.7,A,20,65.2,24.0,83.9,55,Late,25,72,23,14,6/02/2025 0:00,159,16/04/2025 0:00,Final Exam,19,50,Low Risk,Highly Engaged,23/02/2025 0:00,22/02/2025 0:00,22,28,16/04/2025 18:20,MOD-IN2201,Pass,30,Managing Software Projects
Hirantha Gunawardena,ST1460,Male,ITM,2.97,Good,Software Engineering,3,30,70,26.5,37.2,63.7,B,28,93.2,26.5,53.2,77,On-time,16,71,17,1,6/02/2025 0:00,246,14/05/2025 0:00,Presentation,10,20,Low Risk,Moderate Learner,14/05/2025 0:00,16/05/2025 0:00,9,26,14/05/2025 8:24,MOD-IN2201,Pass,30,"Software Measurement, General"
Amaya Wijesuriya,ST1461,Female,IT,1.96,Average,Software Engineering,3,30,70,19.6,51.0,70.6,A-,15,48.9,19.6,72.8,92,Late,19,67,42,8,15/01/2025 0:00,247,28/03/2025 0:00,Midterm,13,20,Medium Risk,At-Risk Learner,26/03/2025 0:00,28/03/2025 0:00,11,28,28/03/2025 14:29,MOD-IN2201,Pass,30,UI/UX Design
Pranali Opatha,ST1462,Female,ITM,3.88,Average,Software Engineering,3,30,70,26.0,33.6,59.6,B-,26,87.2,26.0,48.0,58,On-time,21,98,28,7,6/04/2025 0:00,379,23/07/2025 0:00,Final Exam,7,20,Low Risk,Highly Engaged,28/04/2025 0:00,30/04/2025 0:00,13,27,23/07/2025 19:39,MOD-IN2201,Pass,30,Agile & Scrum
Pranali Subasinghe,ST1463,Female,ITM,2.78,Weak,Software Engineering,3,30,70,18.9,34.4,53.3,C+,22,74.9,18.9,49.1,87,On-time,4,55,22,7,6/04/2025 0:00,498,11/05/2025 0:00,Assignment,19,20,Medium Risk,Passive Learner,26/04/2025 0:00,30/04/2025 0:00,19,30,11/05/2025 14:49,MOD-IN2201,Pass,30,General
Erandi Vithanage,ST1464,Female,IT,2.1,Good,Software Engineering,3,30,70,29.7,10.6,40.3,F,18,60.0,29.7,15.2,94,On-time,6,50,30,6,15/01/2025 0:00,292,3/03/2025 0:00,Quiz,16,20,Medium Risk,Passive Learner,5/03/2025 0:00,5/03/2025 0:00,28,28,3/03/2025 8:44,MOD-IN2201,Fail,30,Software Measurement
Binara Munasinghe,ST1465,Female,ITM,3.03,Average,Software Engineering,3,30,70,12.0,62.6,74.6,A-,13,42.1,12.0,89.5,76,On-time,25,53,27,11,6/02/2025 0:00,177,1/03/2025 0:00,Presentation,26,30,Low Risk,Highly Engaged,28/02/2025 0:00,1/03/2025 0:00,21,30,1/03/2025 18:15,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Gayasha Fernando,ST1466,Female,IT,3.68,Average,Software Engineering,3,30,70,22.3,61.6,83.9,A,28,93.0,22.3,88.0,49,On-time,12,61,26,8,6/04/2025 0:00,80,25/05/2025 0:00,Assignment,27,30,Low Risk,Passive Learner,1/06/2025 0:00,3/06/2025 0:00,11,27,25/05/2025 10:36,MOD-IN2201,Pass,30,"General, Software Engineering Methods"
Dilrukshi Fernando,ST1467,Female,IT,3.67,Weak,Software Engineering,3,30,70,12.3,30.9,43.2,F,23,76.1,12.3,44.1,67,On-time,13,13,34,15,15/04/2025 0:00,305,13/05/2025 0:00,Quiz,7,20,Medium Risk,Moderate Learner,2/07/2025 0:00,3/07/2025 0:00,25,25,13/05/2025 8:12,MOD-IN2201,Fail,30,Software Maintenance & Evolution
Udani Nanayakkara,ST1468,Female,ITM,2.13,Average,Software Engineering,3,30,70,15.4,13.5,28.9,F,14,46.4,15.4,19.3,63,On-time,10,14,35,11,15/01/2025 0:00,147,4/04/2025 0:00,Lab,98,100,High Risk,At-Risk Learner,12/02/2025 0:00,14/02/2025 0:00,20,25,4/04/2025 22:13,MOD-IN2201,Fail,30,Software Development Models
Chamara Herath,ST1469,Male,ITM,3.65,Average,Software Engineering,3,30,70,28.6,54.5,83.1,A,12,41.0,28.6,77.8,30,Late,24,92,23,3,5/03/2025 0:00,185,20/03/2025 0:00,Presentation,9,20,Low Risk,Highly Engaged,26/04/2025 0:00,1/05/2025 0:00,28,28,20/03/2025 19:37,MOD-IN2201,Pass,30,General
Pradeep Pathirana,ST1470,Male,ITM,2.06,Weak,Software Engineering,3,30,70,25.3,55.4,80.7,A,26,87.7,25.3,79.2,80,On-time,14,30,23,10,15/04/2025 0:00,325,7/06/2025 0:00,Final Exam,40,100,Medium Risk,Passive Learner,18/07/2025 0:00,23/07/2025 0:00,13,26,7/06/2025 20:48,MOD-IN2201,Pass,30,Software Development Models
Hirantha Karunathilake,ST1471,Male,IT,2.9,Excellent,Software Engineering,3,30,70,26.6,54.2,80.8,A,13,42.1,26.6,77.4,62,On-time,25,85,26,11,27/02/2025 0:00,447,10/06/2025 0:00,Practical,9,20,Low Risk,Highly Engaged,7/05/2025 0:00,5/05/2025 0:00,4,25,10/06/2025 19:27,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Dinesh Gunasekara,ST1472,Male,IT,2.59,Average,Software Engineering,3,30,70,13.8,26.8,40.6,F,11,38.3,13.8,38.3,52,On-time,6,92,7,3,6/02/2025 0:00,449,11/05/2025 0:00,Assignment,23,50,Medium Risk,Highly Engaged,26/04/2025 0:00,1/05/2025 0:00,20,30,11/05/2025 10:43,MOD-IN2201,Fail,30,Managing Software Projects
Erandi Gunawardena,ST1473,Female,IT,3.14,Good,Software Engineering,3,30,70,28.6,45.8,74.4,A-,29,96.1,28.6,65.4,45,Late,15,67,14,14,27/02/2025 0:00,408,15/04/2025 0:00,Practical,11,20,Low Risk,Highly Engaged,8/06/2025 0:00,7/06/2025 0:00,26,26,15/04/2025 12:13,MOD-IN2201,Pass,30,UI/UX Design
Chamal Perera,ST1474,Male,IT,3.62,Average,Software Engineering,3,30,70,15.0,8.9,23.9,F,27,89.4,15.0,12.7,37,On-time,22,49,40,2,6/02/2025 0:00,70,22/03/2025 0:00,Assignment,56,100,Medium Risk,Moderate Learner,4/05/2025 0:00,8/05/2025 0:00,20,25,22/03/2025 8:34,MOD-IN2201,Fail,30,Managing Software Projects
Oshadi Bandara,ST1475,Female,IT,3.76,Good,Software Engineering,3,30,70,15.0,58.5,73.5,A-,24,79.0,15.0,83.6,30,On-time,19,90,42,15,15/04/2025 0:00,109,8/07/2025 0:00,Midterm,11,100,Low Risk,Highly Engaged,17/07/2025 0:00,20/07/2025 0:00,21,26,8/07/2025 16:15,MOD-IN2201,Pass,30,
Hiruni Fonseka,ST1476,Female,IT,2.81,Average,Software Engineering,3,30,70,28.0,27.3,55.3,B-,11,35.7,28.0,39.0,48,On-time,20,93,26,5,5/03/2025 0:00,468,15/06/2025 0:00,Lab,14,20,Medium Risk,Highly Engaged,25/03/2025 0:00,28/03/2025 0:00,11,30,15/06/2025 13:42,MOD-IN2201,Pass,30,UI/UX Design
Nimal Wijesuriya,ST1477,Male,ITM,2.49,Average,Software Engineering,3,30,70,8.9,50.5,59.4,B-,25,82.4,8.9,72.2,85,Late,12,81,33,8,6/02/2025 0:00,253,9/03/2025 0:00,Quiz,41,50,Medium Risk,Moderate Learner,1/03/2025 0:00,2/03/2025 0:00,28,28,9/03/2025 8:36,MOD-IN2201,Pass,30,Software Testing
Janaka Herath,ST1478,Male,IT,3.1,Weak,Software Engineering,3,30,70,11.9,60.8,72.7,A-,6,20.2,11.9,86.8,85,Late,16,18,31,1,6/04/2025 0:00,209,5/07/2025 0:00,Quiz,9,30,Medium Risk,Passive Learner,20/04/2025 0:00,24/04/2025 0:00,8,25,5/07/2025 22:52,MOD-IN2201,Pass,30,"Software Maintenance & Evolution, Software Testing"
Chamal Pathirana,ST1479,Male,IT,2.65,Weak,Software Engineering,3,30,70,25.3,48.2,73.5,A-,19,63.3,25.3,68.9,85,On-time,3,15,42,15,15/04/2025 0:00,350,11/07/2025 0:00,Midterm,47,50,Medium Risk,Passive Learner,26/06/2025 0:00,28/06/2025 0:00,20,27,11/07/2025 11:44,MOD-IN2201,Pass,30,Software Testing
Nimal Edirisinghe,ST1480,Male,ITM,2.95,Weak,Software Engineering,3,30,70,28.0,45.9,73.9,A-,28,92.9,28.0,65.6,67,On-time,8,12,38,9,27/02/2025 0:00,160,18/06/2025 0:00,Lab,5,20,Medium Risk,Passive Learner,5/06/2025 0:00,5/06/2025 0:00,26,26,18/06/2025 19:36,MOD-IN2201,Pass,30,Agile & Scrum
Niroshan Weerasinghe,ST1481,Male,ITM,3.24,Average,Software Engineering,3,30,70,19.7,66.1,85.8,A+,13,41.9,19.7,94.4,36,On-time,3,88,27,6,5/03/2025 0:00,42,23/03/2025 0:00,Presentation,8,30,Medium Risk,At-Risk Learner,22/03/2025 0:00,20/03/2025 0:00,10,26,23/03/2025 14:03,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Ushan Munasinghe,ST1482,Male,ITM,2.68,Good,Software Engineering,3,30,70,9.1,18.9,28.0,F,9,29.1,9.1,27.0,41,Late,5,24,19,12,6/04/2025 0:00,93,7/05/2025 0:00,Presentation,6,30,High Risk,At-Risk Learner,21/05/2025 0:00,25/05/2025 0:00,13,30,7/05/2025 11:59,MOD-IN2201,Fail,30,"Software Engineering Methods, Software Development Models"
Chamara Senanayake,ST1483,Male,ITM,2.52,Good,Software Engineering,3,30,70,8.4,24.9,33.3,F,17,56.0,8.4,35.6,76,Late,18,23,14,9,15/04/2025 0:00,130,2/05/2025 0:00,Quiz,5,30,High Risk,At-Risk Learner,25/04/2025 0:00,27/04/2025 0:00,30,30,2/05/2025 10:38,MOD-IN2201,Fail,30,"Software Testing, Software Measurement"
Vimukthi Pathirana,ST1484,Male,ITM,3.97,Average,Software Engineering,3,30,70,24.5,42.3,66.8,B+,25,82.5,24.5,60.4,28,Late,8,95,30,11,15/01/2025 0:00,105,10/03/2025 0:00,Presentation,29,50,Low Risk,Moderate Learner,6/02/2025 0:00,6/02/2025 0:00,13,26,10/03/2025 22:22,MOD-IN2201,Pass,30,Software Measurement
Gopal Wickramasinghe,ST1485,Male,ITM,3.85,Weak,Software Engineering,3,30,70,9.9,21.8,31.7,F,7,22.0,9.9,31.2,89,On-time,3,64,21,11,23/03/2025 0:00,354,17/05/2025 0:00,Presentation,34,100,Medium Risk,Passive Learner,1/04/2025 0:00,30/03/2025 0:00,8,26,17/05/2025 14:55,MOD-IN2201,Fail,30,Agile & Scrum
Oneli Fonseka,ST1486,Female,IT,3.86,Average,Software Engineering,3,30,70,22.7,58.7,81.4,A,29,95.3,22.7,83.9,30,On-time,23,90,15,0,23/03/2025 0:00,153,3/06/2025 0:00,Presentation,32,50,Low Risk,Highly Engaged,6/05/2025 0:00,10/05/2025 0:00,27,27,3/06/2025 22:49,MOD-IN2201,Pass,30,Software Measurement
Wimal Herath,ST1487,Male,ITM,3.07,Weak,Software Engineering,3,30,70,25.9,23.0,48.9,C,13,42.5,25.9,32.8,81,On-time,9,42,22,3,23/03/2025 0:00,110,7/04/2025 0:00,Assignment,75,100,Medium Risk,Passive Learner,29/03/2025 0:00,3/04/2025 0:00,11,25,7/04/2025 8:13,MOD-IN2201,Pass,30,"Requirements Engineering, UI/UX Design"
Gayasha Dissanayake,ST1488,Female,IT,3.46,Average,Software Engineering,3,30,70,8.6,42.8,51.4,C+,18,60.8,8.6,61.2,39,Late,18,22,18,11,6/02/2025 0:00,269,4/04/2025 0:00,Assignment,15,30,Medium Risk,Moderate Learner,9/04/2025 0:00,12/04/2025 0:00,6,25,4/04/2025 9:15,MOD-IN2201,Pass,30,"Software Maintenance & Evolution, Software Testing"
Dulani Udagedara,ST1489,Female,IT,3.88,Good,Software Engineering,3,30,70,16.4,28.7,45.1,C,15,51.6,16.4,41.0,93,Late,24,35,42,0,5/03/2025 0:00,329,7/05/2025 0:00,Assignment,15,20,Medium Risk,Passive Learner,30/05/2025 0:00,31/05/2025 0:00,10,26,7/05/2025 8:13,MOD-IN2201,Pass,30,General
Nadeeka Herath,ST1490,Female,ITM,3.81,Weak,Software Engineering,3,30,70,11.7,16.4,28.1,F,16,54.5,11.7,23.5,86,On-time,4,55,36,2,5/03/2025 0:00,308,13/04/2025 0:00,Presentation,8,20,Medium Risk,Passive Learner,25/04/2025 0:00,23/04/2025 0:00,5,28,13/04/2025 13:40,MOD-IN2201,Fail,30,"Software Measurement, General"
